Scientific Name,Common Name,Species ID,Link
Congea velutina Wight,Velvet Congea,3841,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3841
Conocarpus erectus var. sericeus Fors ex DC.,Silver Buttonwood,3372,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3372
Conostegia subcrustulata (Beurl.) Triana,-,6678,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6678
Copaifera officinalis,Copaiba Balsam,2823,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2823
Copernicia alba Morong,Caranday Palm,2616,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2616
Copernicia baileyana,Yarey,3410,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3410
Copernicia gigas Ekman ex Burret,-,3411,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3411
Copernicia hospita,Cana,3412,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3412
Copernicia macroglossa,-,3845,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3845
Copernicia prunifera (Mill.) H.E.Moore,Carnauba,3413,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3413
Cordia cylindrostachya,String Bush,1839,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1839
Cordia dichotoma G.Forst.,Indian Cherry,3849,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3849
Cordia lutea Lam.,-,8772,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8772
Cordia sebestena 'Aurea',Orange-Geiger Tree,2825,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2825
Cordia sebestena L.,Geiger Tree,2824,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2824
Cordia subcordata,Sea Trumpet,2826,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2826
Cordyline 'Americana',-,6160,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6160
Cordyline australis 'Red Star',Red Star Cordyline,1841,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1841
Cordyline fruticosa (cultivar),-,1844,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1844
Cordyline fruticosa 'Baby Ti',Ti Plant,3682,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3682
Cordyline fruticosa 'Blue',-,1842,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1842
Cordyline fruticosa 'Calypso Queen',-,1843,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1843
Cordyline fruticosa 'Dark Red',-,1840,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1840
Cordyline fruticosa 'Dwarf Pink',-,1845,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1845
Cordyline fruticosa 'Firebrand',Red Dracaena,1846,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1846
Cordyline fruticosa 'Green',-,1847,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1847
Cordyline fruticosa 'H. Bonsai',-,1848,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1848
Cordyline fruticosa 'Inscripta',-,1849,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1849
Cordyline fruticosa 'Kiwi',-,1850,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1850
Cordyline fruticosa 'Lemon Lime',-,1851,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1851
Cordyline fruticosa 'Miniature',Ti Plant,1852,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1852
Cordyline fruticosa 'Miniuet',-,1853,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1853
Cordyline fruticosa 'Miss Andrea',-,5488,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5488
Cordyline fruticosa 'New Guinea Fan',-,5199,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5199
Cordyline fruticosa 'Pink',-,1854,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1854
Cordyline fruticosa 'Pink Edge',-,1855,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1855
Cordyline fruticosa 'Sundance',-,1856,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1856
Cordyline fruticosa 'Tricolor',Tricoloured Dracaena,1857,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1857
Cordyline fruticosa 'Variegated Yellow',-,1858,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1858
Cordyline fruticosa 'White',Ti Plant,1859,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1859
Cordyline fruticosa 'Winnie Gold',-,1860,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1860
Cordyline sp.,-,1861,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1861
Coriandrum sativum L.,Coriander,5944,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5944
Cornukaempferia aurantiflora Mood & K. Larsen,Velvet Butterfly,3840,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3840
Corymbia ptychocarpa (F. Muell.) K. D. Hill & L. A. S. Johnson,Spring Bloodwood,2887,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2887
Corymbia 'Summer Beauty',-,4060,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4060
Corypha umbraculifera,Talipot Palm,2617,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2617
Cosmos atrosanguineus (Hook.) Voss,Chocolate Cosmos,5527,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5527
Cosmos bipinnatus Cav.,Cosmos,3683,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3683
Cosmos bipinnatus 'Fizzy Rose Picotee',Mexican Aster,7144,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7144
Cosmos caudatus Kunth,Ulam Raja,4077,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4077
Cosmos sulphureus 'Brightness Mixed',-,6342,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6342
Cosmos sulphureus Cav.,Yellow Cosmos,3863,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3863
Costus amazonicus,-,1862,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1862
Costus asplundii (Maas) Maas,-,5523,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5523
Costus chartaceus Maas,-,4069,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4069
Costus curvibracteatus 'Green Mountain',-,1864,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1864
Costus deistelii K.Schum.,-,5470,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5470
Costus dubius (Afzel.) K.Schum.,-,5471,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5471
Costus erythrophyllus,Violet Spiral Flag,1865,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1865
Costus guanaiensis (Loes.) Maas var. tarmicus,-,5479,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5479
Costus lateriflorus Baker,Spiral Ginger,6031,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6031
Costus lucanusianus,African Spiral Flag,1866,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1866
Costus lucanusianus (Yellow flowers),African Flag,5524,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5524
Costus malortieanus H. Wendl.,Spiral Ginger,1867,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1867
Costus 'Maroon Chalice',Buddha Belly Ginger,8146,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8146
Costus mosaicus,African Spiral Ginger,8041,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8041
Costus 'Nishi Variegata',-,5503,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5503
Costus osae Maas & H.Maas,Dwarf Orange Ginger,3314,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3314
Costus 'Phoenix',-,6050,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6050
Costus phyllocephalus,African Princess,8019,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8019
Costus pictus D.Don,Painted Spiral Ginger,5877,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5877
Costus plicatus,Spiral Ginger,8120,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8120
Costus productus,Orange Tulip Ginger,1863,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1863
Costus productus var. productus,-,5263,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5263
Costus pulverulentus,-,6240,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6240
Costus pulverulentus 'Purple Passion',-,7492,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7492
Costus sp. 'Orange Cone',-,6042,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6042
Costus spicatus,Indian Head Ginger,1872,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1872
Costus stenophyllus Standl. & L.O.Williams,Bamboo Ginger,1873,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1873
Costus tappenbeckianus J. Braun & K. Schum.,-,5297,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5297
Costus varzearum Maas,-,1874,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1874
Costus villosissimus Jacq.,-,5467,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5467
Costus woodsonii Maas,Scarlet Spiral Flag,1875,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1875
Cotyledon 'Octopus',-,7134,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7134
Cotyledon tomentosa Harv.,Bear's Paw,8489,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8489
Cotyledon undulata,-,3684,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3684
Couroupita guianensis Aubl.,Cannon Ball Tree,2827,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2827
Crassocephalum crepidioides (Benth.) S.Moore,Thickhead weed,5216,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5216
Crassula falcata,-,5003,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5003
Crassula 'Gollum',Gollum Jade,6253,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6253
Crassula 'Morgan's Beauty',-,6838,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6838
Crassula ovata (Mill.) Druce,Jade Plant,2169,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2169
Crassula pellucida subsp. marginalis,-,6136,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6136
Crassula perforata 'Variegata',-,6839,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6839
Crassula 'Tom Thumb',-,8488,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8488
Crateva religiosa,Dalur,2828,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2828
Cratoxylum arborescens (Vahl) Blume,Geronggang,3869,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3869
Cratoxylum cochinchinense (Lour.) Blume,Derum Selunchor,2829,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2829
Cratoxylum formosum (Jack) Dyer,Pink Mempat,2830,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2830
Cratoxylum glaucum Korth.,-,3391,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3391
Cratoxylum maingayi Dyer,Derum,3685,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3685
Crepidium metallicum (Rchb.f.) Szlach.,-,6422,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6422
Crescentia cujete,Calabash,2831,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2831
Crinum × amabile,Giant Spider Lily,1880,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1880
Crinum album,-,1879,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1879
Crinum asiaticum L.,Seashore Lily,1881,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1881
Crinum asiaticum var. japonicum 'Han Ire',Han Ire Crinum Lily,1877,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1877
Crinum asiaticum 'Variegatum',Striped Bengal Lily,1878,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1878
Crinum calamistratum Bogner & Heine,-,5733,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5733
Crinum cultivars,-,8454,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8454
Crinum 'Menehune',Red Bog Lily,4936,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4936
Crinum moorei,Moore's Crinum,1882,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1882
Crossandra infundibuliformis (L.) Nees,Firecracker Flower,1884,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1884
Crossandra infundibuliformis (Variegated Leaf),-,1885,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1885
Crossandra infundibuliformis 'Lutea',Yellow Crossandra,1886,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1886
Crossandra infundibuliformis 'Shamrock',Green Shrimp,1887,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1887
Crossandra pungens Lindau,Yellow Firecracker Plant,1888,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1888
Crossostephium chinense (L.) Makino,Chinese Wormwood,1889,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1889
Crotalaria juncea L.,Bengal Hemp,8729,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8729
Crotalaria pallida Aiton,Rattlebox,1890,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1890
Crotalaria retusa L.,Rattleweed,1891,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1891
Croton argyratus,Silver Croton,3251,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3251
Croton tiglium,True Croton,2832,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2832
Cryosophila stauracantha (Heynh.) R.J.Evans,Root Spine Palm,5839,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5839
Cryosophila warscewiczii (H.Wendl.) Bartlett,-,3874,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3874
Cryptanthus acaulis 'Jade',-,6703,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6703
Cryptanthus bivittatus 'Pink Starlite',Pink Starlite Earth Star,3875,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3875
Cryptanthus 'Dennis Cathcart',-,5235,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5235
Cryptanthus 'Elaine',-,5246,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5246
Cryptanthus 'Marian Oppenheimer',-,5857,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5857
Cryptanthus 'Ruby',-,5266,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5266
Cryptanthus zonatus (Vis.) Beer,Zebra PLant,1892,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1892
Cryptocoryne × timahhensis,-,7779,https://www.nparks.gov.sg/florafaunaweb/flora/7/7/7779
Cryptocoryne ciliata (Roxb.) Fischer ex Wydler,Keladi payau,5588,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5588
Cryptocoryne pontederiifolia Schott,桃葉椒草,6364,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6364
Cryptocoryne wendetii de Wit,Wendt's water trumpet,5756,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5756
Cryptomeria japonica (L. f.) D. Don,Japanese Cedar,3317,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3317
Cryptostegia grandiflora,Indian Rubber Vine,1381,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1381
Ctenanthe burle-marxii 'Amagris',-,6101,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6101
Ctenanthe lubbersiana,Bamburanta,1893,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1893
Ctenanthe oppenheimiana (E.Morren) K.Schum.,Giant Bamburanta,6044,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6044
Ctenanthe setosa,Never Never Plant,1895,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1895
Cucumis melo cv. (Sun Melon),Sun Melon,7019,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7019
Cucumis melo L.,Melon,6663,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6663
Cucumis melo 'Yubari King',-,6662,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6662
Cucumis metulifer E.Mey. ex Naudin,African Horned Cucumber,7116,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7116
Cucumis sativus L.,Cucumber,3879,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3879
Cucurbita moschata Duchesne,Pumpkin,6203,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6203
Cucurbita pepo       [marrow],Marrow Green,7024,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7024
Cucurbita pepo    [zucchini],Zucchini,8386,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8386
Cucurbita pepo 'Black Beauty',Zucchini,6492,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6492
Culcasia mannii (Hook. f.) Engl.,-,5922,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5922
Cuphea hyssopifolia,False Heather,1896,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1896
Cuphea hyssopifolia 'Alba',-,1897,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1897
Cuphea hyssopifolia 'Golden Ruby',Golden Cuphea,8808,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8808
Cuphea hyssopifolia 'Pink',-,1898,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1898
Cuphea ignea A. DC.,Mexican Cigar Flower,1899,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1899
Cuphea 'Mellow Yellow',-,6414,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6414
Cuphea micropetala Kunth,Mexican Cigar Plant,5660,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5660
Curculigo capitulata (Lour.) Kuntze,PaIm Grass,1900,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1900
Curculigo latifolia W.T.Aiton,Lumbah Rimba,2231,https://www.nparks.gov.sg/florafaunaweb/flora/2/2/2231
Curculigo orchioides Gaertn.,Golden Eye-grass,6069,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6069
Curcuma cultivars,-,8438,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8438
Curcuma 'Emerald Chocozebra',-,6010,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6010
Curcuma longa L.,Turmeric,1904,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1904
Curcuma 'Maetang #1',-,6012,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6012
Curcuma parviflora Wall.,Theap Rum Ruk,1905,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1905
Curcuma rhabdota,Candy Cane,1906,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1906
Curcuma roscoeana,Hidden Lily,1907,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1907
"Curcuma rubrobracteata Škornickova, M. Sabu & Prasanthkumar",-,1908,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1908
Curcuma 'Siam Ruby',-,1909,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1909
Curcuma 'Sulee Rainbow',-,1910,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1910
Curio ficoides 'Mount Everest',-,5912,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5912
Curio herreanus (Dinter) P.V.Heath,Gooseberry,4694,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4694
Curio herreanus (Dinter) P.V.Heath (striped form),-,8276,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8276
Cuscuta australis R. Br.,Southern Dodder,1382,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1382
Cyanastrum cordifolium Oliv.,蓝星莲,5305,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5305
Cyanotis cristata D.Don,Nabhali,1911,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1911
Cyanotis obtusa Trimen,Wondering Jew,6924,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6924
Cyanotis somaliensis C.B.Clarke,Pussy Ears,8804,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8804
Cyanthillium cinereum (L.) H.Rob.,Common Vernonia,5811,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5811
Cyathocalyx sumatranus Scheff.,-,7324,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7324
Cyathula cultivars,-,8455,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8455
Cyathula prostrata (L.) Blume,Hookweed,1913,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1913
Cycas edentata de Laub.,Kwale Pahang,5651,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5651
Cycas pectinata Buch.-Ham.,Nepal Cycas,2577,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2577
Cycas revoluta,Japanese Cycad,5108,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5108
Cycas siamensis,Siamese Cycad,2580,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2580
Cyclanthus bipartitus,-,1916,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1916
Cyclea barbata,Green grass jelly,5585,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5585
Cyclea laxiflora Miers,-,6360,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6360
Cycnoches warscewiczii Rchb.f.,Warscewicz's Cycnoches,7400,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7400
Cymbidium bicolor subsp. pubescens,-,4954,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4954
Cymbidium finlaysonianum Lindl.,-,4956,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4956
Cymbidium Golden Elf,-,6953,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6953
Cymbopogon calcicola,Limestone Citronella,1917,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1917
Cymbopogon citratus (DC.) Stapf,Serai,1918,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1918
Cymbopogon nardus (L.) Rendle,Citronella Grass,3891,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3891
Cynanchum pulchellum (Wall.) Liede & Khanum,-,7577,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7577
Cynanchum tunicatum (Retz.) Alston,Dog Strangling Vine,8689,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8689
Cynodon dactylon (L.) Pers.,Bermuda Grass,1919,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1919
Cynometra browneoides (Harms) Rados.,Handkerchief Tree,3015,https://www.nparks.gov.sg/florafaunaweb/flora/3/0/3015
Cynometra cauliflora,Nam Nam,2833,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2833
Cynometra iripa Kostel.,Wrinkle Pod Mangrove,4007,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4007
Cynometra lenticellata (C.T.White) Rados.,Cascading Bean,3016,https://www.nparks.gov.sg/florafaunaweb/flora/3/0/3016
Cynometra malaccensis Meeuwen,Belangkan,3400,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3400
Cynometra mannii Oliv.,-,8243,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8243
Cynometra megalocephala (Harms) Rados.,-,7962,https://www.nparks.gov.sg/florafaunaweb/flora/7/9/7962
Cynometra polyandra,-,4424,https://www.nparks.gov.sg/florafaunaweb/flora/4/4/4424
