Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Coleus amboinicus Lour.,Indian Borage,3717,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3717,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,True,0.3 m to 1 m,"Blue, Pink, Purple",-,-,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,"Green, Green - Light Green",-,Fast,None,None,"Leaves simple, thick and fleshy, light green with opposite leaf arrangement (2.5 – 3 cm long, 2.5 – 3 cm wide). Leaves are broadly ovate or triangular in shape (truncate leaf base and a broadly acute apex). Leaf margin is crenate. Lower surface contains numerous glandular hairs, giving a frosty appearance."
Coleus amboinicus 'Variegatus',Variegated Indian Borage,3718,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3718,Herbaceous Plant,Semi Shade,Moderate Water,True,False,False,True,0.3 m to 0.6 m,"Pink, Purple, White",-,-,Terrestrial,"Cream / Off-White, Green, White","Cream / Off-White, Green",-,Moderate,None,None,"Thick, furry, green leaves are broadly ovate with a scalloped, white to cream-coloured leaf margin. Crushed leaves have an oregano-like fragrance."
Coleus australis 'Blue Spires',-,7847,https://www.nparks.gov.sg/florafaunaweb/flora/7/8/7847,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,True,A compact herbaceous plant with aromatic leaves and blueish flowers.,"Flowers are blue-lilac, fragrant, arranged in clusters.",-,-,-,-,-,-,Fast to Moderate,None,None,"The leaves are broadly ovate with rounded base and acute apex. Leaves are green and white variegated, and aromatic when crushed."
Coleus bellus (P.I.Forst.) P.I.Forst.,Lemon Sherbet Coleus,6965,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6965,Herbaceous Plant,Full Sun,"Little Water, Moderate Water",False,False,False,True,1.5 m,Purple,-,Bee-Attracting,Terrestrial,"Silver / Grey, Green - Light Green",Silver / Grey,-,Fast,None,None,"Silvery, furry, lemon-scented leaves are egg-shaped with a toothed leaf margin."
Coleus hadiensis (Forssk.) A.J.Paton,Vicks Plant,8791,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8791,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,True,1.5 m,"Purple, Pink, White",-,-,Terrestrial,Green,-,-,"Moderate, Fast to Moderate",None,None,"Egg-shaped to almost round leaves are densely hairy (10.5 cm long, 3.5-10 cm wide)."
Coleus madagascariensis 'Variegated Mintleaf',Variegated Mint Leaf,6659,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6659,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,30 cm to 45 cm,White,-,-,-,"Green, White",-,-,-,None,None,"Ovate leaves (2.5 cm wide) are mostly green with a white, scalloped margin of varying width. They occur in opposite leaf arrangement with adjacent pairs perpendicular to one another. Crushed leaves produce an oregano-like fragrance."
Coleus monostachyus (P.Beauv.) A.J.Paton,Monkey's Potato,6202,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6202,"Herbaceous Plant, Shrub",Full Sun,Moderate Water,False,False,True,False,0.3 m to 1 m,"Purple, White",-,-,Terrestrial,Green,-,-,-,None,None,"Light green, egg-shaped leaves are lined with rounded teeth on the leaf margin."
Coleus prostratus (Gürke) A.J.Paton,Pillow Plant,6931,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6931,"Creeper, Herbaceous Plant",Semi Shade,Moderate Water,False,False,False,False,Creeping perennial herb which forms mats.,Purple,-,-,-,Green,-,-,-,None,None,"Small, yellow-green leaves are ovate with a toothed leaf margin. They are thick and fleshy and occur in opposite leaf arrangement. Purple lines form near the leaf margin when the plant is grow under bright light."
Coleus rotundifolius (Poir.) A.Chev. & Perrot,Chinese Potato,5781,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5781,"Herbaceous Plant, Shrub",Full Sun,Moderate Water,True,False,True,False,0.6 m,"Purple, Blue",-,-,Terrestrial,Green,-,-,Fast,None,None,"Thick, fleshy leaves are egg-shaped to approximately round with somewhat oily texture (2-6 cm long, 1.5-4 cm wide). They have a fragrance like black pepper."
Coleus scutellarioides (L.) Benth.,Painted Nettle,2460,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2460,"Herbaceous Plant, Shrub",Full Sun,Lots of Water,False,False,False,False,0.5 m,"Blue, White",-,-,Terrestrial,"Cream / Off-White, Green, Pink, Purple, Red, White, Yellow / Golden",-,-,Fast,None,None,"Leaves of various colours in attractive patterns, with coarsely crenate margins."
Coleus scutellarioides × Perilla frutescens 'Gage's Shadow',Coleus x Perilla 'Gage's Shadow',6184,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6184,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,"A perennial herb, it has an erect and freely branching growth form.",Blue,-,-,-,-,-,-,Fast,None,None,The simple leaves are dark purple or green and ovate in shape with a crenate margin. The leaves measure 8cm long by 5.8cm wide and are arranged in opposite pairs along the stems.
Coleus scutellarioides 'Alabama Sunset',Coleus,6954,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6954,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,-,-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves dull red, sometimes speckled with dull yellow. Young leaves emerging bright yellow, sometimes with a tinge of dull red."
Coleus scutellarioides 'Appaloosa',Coleus,6030,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6030,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,-,-,Butterfly-Attracting,-,"Brown, Green - Light Green, Red, Yellow / Golden",-,-,Fast,None,None,"Leaves to 8 (-10)cm long by 4(-5) cm wide, bright yellowish green with lime green spotting and pale red- reddish brown markings on the leaf blade. Mid vein very pale yellow - white, flushed with magenta on the lower one third (towards the stem)."
Coleus scutellarioides 'Carefree Mix',Coleus,6291,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6291,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Herbs 20-30 cm tall,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Cream / Off-White, Green, Green - Light Green, Orange, Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves 2-5cm long by 1-2cm wide. Leaf margins lobed - dissected. Leaf color highly variable, in shades and/or combination of green, yellow, cream, red, maroon and orange,  with or without spots and flecks."
Coleus scutellarioides 'China Rose',Coleus,6955,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6955,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,-,-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves dark purplish red with a magenta colored, more or less triangular blotch towards the basal 1/3 of the leaf"
Coleus scutellarioides 'Chocolate Drop',Coleus,6205,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6205,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,"Trailing herb to 30cm tall, usually only growing to about 15-20cm in height under local conditions.",Blue,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Green, Green - Light Green, Patterned",-,-,Fast,None,None,"Leaves to 2(-2.5)cm long by 3-(3.5)cm widebright green to yellowish green, with dark reddish brown blotch towards the proximal end of the leaf blade (end nearer to the leaf stalk), veins also of the same color."
Coleus scutellarioides 'Defiance',Coleus,6026,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6026,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,"Blue, Purple",-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves to 8 (-10)cm long by 4(-6)cm wide, wine red with a bright greenish yellow border, veins fuchsia - magenta. Leaf margins crenate."
Coleus scutellarioides 'Dipt In Wine',Coleus,5939,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5939,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,"Blue, Purple",-,Butterfly-Attracting,-,"Green, Green - Light Green, Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves to 5 (-7)cm long by 5(-9)cm wide, wine red, with bright yellow - pale lime green markings on veins at the proximal 1/3 of the leaf (facing the stem). Leaf margins crenate, with a bright yellowish green border."
Coleus scutellarioides 'Finger Paint',Coleus,5938,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5938,Shrub,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,-,-,Butterfly-Attracting,-,"Green, Green - Light Green, Red, Yellow / Golden, Patterned","Green, Green - Light Green, Red, Yellow / Golden, Patterned",-,-,None,None,"Leaves to 5 (-7)cm long by 5(-6)cm wide, pale lime green with maroon/ red blotches and pale yellow spots, Leaf margins crenate."
Coleus scutellarioides 'Pineapple Queen',Coleus,6037,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6037,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,Blue,-,Butterfly-Attracting,-,"Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves to 8 (-10)cm long by 3.5 (-4) cm wide, pale yellow with magenta blotching on the leaves, usually on the lower 1/4 towards the stem, rarely covering the entire leaf with the exception of the leaf margin and leaf tip. Mid vein magenta."
Coleus scutellarioides 'Saturn',Coleus,6039,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6039,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves to 5 (-6)cm long by 3.5 (-4) cm wide,  bright purplish-red with a bright yellow median stripe on the mid vein, on some leaves spilling over onto the area next to and parallel to the mid vein and secondary veins. Leaf blade sometimes also with scant, bright yellowish-green flecks; leaf margin crenate, 
border very pale yellowish green, to 0.05(-0.2)cm."
Coleus scutellarioides 'Tilt A Whirl',Ruffled Coleus,5937,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5937,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herb to 60cm tall,-,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Green - Light Green, Red, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves to 5(-67)cm long by  6(-7)cm wide,  base color of leaf blades reddish brown or occasionally with dark maroon spots, bright green along veins. Leaf margins lacerate, with a narrow yellow border (0.1-0.2cm).
Some specimens may have leaves that are primarily bright green, and suffused with reddish brown."
Coleus scutellarioides 'Versa Green Halo',Coleus,6292,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6292,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Herbs 35-60cm tall,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Green, Green - Light Green, Yellow / Golden, Patterned",-,-,Fast,None,None,"Leaves 4-5cm long by 3-4cm wide, centre of leaf dull pale yellow, leaf margin with a light green border. Leaf margins crenate."
Coleus scutellarioides 'Wizard',Coleus,6957,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6957,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,Annual herbs  30-70cm tall,-,-,Butterfly-Attracting,-,"Green - Light Green, Red, Yellow / Golden, Patterned",-,-,-,None,None,-
Colmanara Wildcat,-,4531,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4531,Shrub,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Colocasia esculenta (L.) Schott,Taro,1835,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1835,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,True,False,1 m to 1.5 m,Yellow / Golden,-,-,Terrestrial,Green,-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,"Its leaves are large, smooth, heart-shaped to arrow-shaped, drooping downwards. The thick fleshy petiole is green, sometimes purple. It is attached near the centre of the leaf (peltate), measuring 25 – 80 cm long."
Colocasia esculenta 'Black Coral',-,5767,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5767,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,A large herbaceous plant.,Yellow / Golden,-,-,Terrestrial,Purple,-,-,Fast to Moderate,None,None,The large smooth leaves are heart to arrow-shaped and have distinct veins. Th leaf blade and the leaf petiole are deep purple in colour.
Colocasia esculenta 'Black Magic',-,1836,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1836,Shrub,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,-,-,-,-,-,Purple,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,-
Colocasia esculenta 'Coal Miner',-,5768,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5768,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,A large herbaceous plant.,Yellow / Golden,-,-,Terrestrial,"Green - Light Green, Purple",-,-,-,None,None,"The large smooth leaves are heart-shaped and have distinct veins. The leaf has distinct green veins, the green area more conspicuous in the centre of the leaf with a purple upper leaf surface."
Colocasia esculenta 'Coffee Cup',Elephant Ears,3678,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3678,Herbaceous Plant,Semi Shade,Lots of Water,False,False,False,False,It is a clump growing aroid which can reach about 1.5 m tall.,-,-,-,-,Green,-,-,-,None,None,Its unusual cup-shaped leaves are green with purplish-black veins. The leaf stalks are also blackish and attach to the center of the leaf blade.
Colocasia esculenta 'Elepaio',-,5773,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5773,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,A large herbaceous plant.,Yellow / Golden,-,-,Terrestrial,"Green, White, Patterned",-,-,-,None,None,The large leaves are heart-shaped and have distinct veins. The leaves are variegated with white specks and the leaf petiole is variegated with white streaks running down the petiole.
Colocasia esculenta 'Illustris',-,3677,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3677,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1.2m tall,-,Irritant - Sap,-,-,"Black, Green, Purple",-,-,Moderate,None,None,"Leaves dark purplish black with dull - bright green veins. Leaf color is variable, with some leaves having a greater degree of green mottling on the leaf blade than others on the same plant."
Colocasia esculenta 'Lemonade',-,5519,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5519,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1m tall,-,Irritant - Sap,-,Terrestrial,"Green, Yellow / Golden",-,-,Moderate,None,None,"Leaves bright yellowish green, veins pale yellow"
Colocasia esculenta 'Lime Aide',Lime Aide Elephant Ear,5520,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5520,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1.2m tall,-,Irritant - Sap,-,Terrestrial,Green - Light Green,-,-,Moderate,None,None,"Leaves dark-medium green, with irregular  light - lime green patches. Petioles heavily striped with yellow-green; in some plants this can be brownish red."
Colocasia esculenta 'Mojito',Mojito Elephant Ear,5521,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5521,Herbaceous Plant,Semi Shade,"Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1.2 m tall,-,Irritant - Sap,-,Terrestrial,"Green, Green - Light Green, Purple",-,-,Moderate,None,None,"Leaves medium green, with irregular dark purple and lime green blotches on the leaf blade."
Colocasia esculenta 'Nancy's Revenge',-,5518,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5518,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1.5 m tall,-,Irritant - Sap,-,Terrestrial,"Cream / Off-White, Green, Yellow / Golden",-,-,Moderate,None,None,"Leaves light to dark green, with bright yellow markings on the center of the leaf and along the veins, forming a Y-shaped pattern."
Colocasia esculenta 'Pharaohs Mask',-,8788,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8788,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,1.2 m to 1.5 m,Inflorescence is a spathe and spadix.,-,-,-,"Green, Purple",-,-,Fast,None,None,"Arrow-shaped, glossy leaves are green with black petioles. Bulging, black to dark purple veins are raised above the leaf surface, producing V-shaped patterns along the midvein. Leaf edges fold under as the leaf matures."
Colocasia esculenta 'Rhubarb',Rhubarb Elephant Ear,5522,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5522,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,Herb to 1.5m tall,-,Irritant - Sap,-,Terrestrial,"Green, Red",-,-,Moderate,None,None,"Leaves medium- dark green, with a dark purplish red spot in the center of the leaf. Petioles burgundy red."
Colocasia esculenta 'Tropical Storm',-,8789,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8789,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,45 cm to 60 cm,The spathe and spadix inflorescence is not particularly ornamental.,-,-,-,"Purple, Black, Cream / Off-White",-,-,Fast,None,None,"Dark purple to nearly black, heart-shaped leaves have a large creamy white center (up to 20 cm long)."
